,grid_id,geometry
142,142,"POLYGON ((29.3152399408636 60.02613838245887, 29.31585354430098 60.03490343940507, 29.333372516574613 60.03459519088372, 29.332754281575568 60.02583024233647, 29.3152399408636 60.02613838245887))"
143,143,"POLYGON ((29.31585354430098 60.03490343940507, 29.316467527055437 60.04366848084443, 29.333991133745727 60.04336012386675, 29.333372516574613 60.03459519088372, 29.31585354430098 60.03490343940507))"
144,144,"POLYGON ((29.316467527055437 60.04366848084443, 29.317081889457008 60.05243350677561, 29.334610133421435 60.05212504128421, 29.333991133745727 60.04336012386675, 29.316467527055437 60.04366848084443))"
145,145,"POLYGON ((29.317081889457008 60.05243350677561, 29.317696631836146 60.06119851719743, 29.33522951593466 60.060889943134846, 29.334610133421435 60.05212504128421, 29.317081889457008 60.05243350677561))"
146,146,"POLYGON ((29.317696631836146 60.06119851719743, 29.31831175452366 60.069963512108586, 29.335849281618696 60.069654829417324, 29.33522951593466 60.060889943134846, 29.317696631836146 60.06119851719743))"
147,147,"POLYGON ((29.31831175452366 60.069963512108586, 29.31892725785077 60.07872849150788, 29.33646943080724 60.0784197001304, 29.335849281618696 60.069654829417324, 29.31831175452366 60.069963512108586))"
148,148,"POLYGON ((29.31892725785077 60.07872849150788, 29.319543142149072 60.08749345539401, 29.337089963834373 60.08718455527273, 29.33646943080724 60.0784197001304, 29.31892725785077 60.07872849150788))"
149,149,"POLYGON ((29.319543142149072 60.08749345539401, 29.32015940775056 60.096258403765745, 29.337710881034578 60.095949394842954, 29.337089963834373 60.08718455527273, 29.319543142149072 60.08749345539401))"
150,150,"POLYGON ((29.32015940775056 60.096258403765745, 29.320776054987604 60.10502333662179, 29.33833218274272 60.10471421883984, 29.337710881034578 60.095949394842954, 29.32015940775056 60.096258403765745))"
151,151,"POLYGON ((29.320776054987604 60.10502333662179, 29.321393084192966 60.11378825396095, 29.338953869294063 60.11347902726204, 29.33833218274272 60.10471421883984, 29.320776054987604 60.10502333662179))"
152,152,"POLYGON ((29.321393084192966 60.11378825396095, 29.32201049569982 60.12255315578188, 29.339575941024258 60.12224382010824, 29.338953869294063 60.11347902726204, 29.321393084192966 60.11378825396095))"
153,153,"POLYGON ((29.32201049569982 60.12255315578188, 29.322628289841695 60.131318042083365, 29.34019839826935 60.13100859737712, 29.339575941024258 60.12224382010824, 29.32201049569982 60.12255315578188))"
154,154,"POLYGON ((29.322628289841695 60.131318042083365, 29.32324646695255 60.14008291286412, 29.34082124136579 60.139773359067355, 29.34019839826935 60.13100859737712, 29.322628289841695 60.131318042083365))"
155,155,"POLYGON ((29.32324646695255 60.14008291286412, 29.3238650273667 60.148847768122856, 29.34144447065041 60.14853810517761, 29.34082124136579 60.139773359067355, 29.32324646695255 60.14008291286412))"
156,156,"POLYGON ((29.3238650273667 60.148847768122856, 29.32448397141887 60.157612607858304, 29.342068086460444 60.15730283570659, 29.34144447065041 60.14853810517761, 29.3238650273667 60.148847768122856))"
157,157,"POLYGON ((29.32448397141887 60.157612607858304, 29.325103299444187 60.16637743206919, 29.34269208913352 60.16606755065291, 29.342068086460444 60.15730283570659, 29.32448397141887 60.157612607858304))"
158,158,"POLYGON ((29.325103299444187 60.16637743206919, 29.325723011778166 60.17514224075423, 29.34331647900766 60.17483225001529, 29.34269208913352 60.16606755065291, 29.325103299444187 60.16637743206919))"
159,159,"POLYGON ((29.325723011778166 60.17514224075423, 29.326343108756696 60.18390703391214, 29.343941256421303 60.18359693379236, 29.34331647900766 60.17483225001529, 29.325723011778166 60.17514224075423))"
160,160,"POLYGON ((29.326343108756696 60.18390703391214, 29.326963590716083 60.19267181154158, 29.344566421713253 60.192361601982775, 29.343941256421303 60.18359693379236, 29.326343108756696 60.18390703391214))"
161,161,"POLYGON ((29.326963590716083 60.19267181154158, 29.327584457993026 60.20143657364133, 29.345191975222736 60.20112625458519, 29.344566421713253 60.192361601982775, 29.326963590716083 60.19267181154158))"
162,162,"POLYGON ((29.327584457993026 60.20143657364133, 29.32820571092462 60.210201320210054, 29.345817917289367 60.20989089159827, 29.345191975222736 60.20112625458519, 29.327584457993026 60.20143657364133))"
163,163,"POLYGON ((29.32820571092462 60.210201320210054, 29.328827349848343 60.218966051246476, 29.346444248253174 60.21865551302068, 29.345817917289367 60.20989089159827, 29.32820571092462 60.210201320210054))"
164,164,"POLYGON ((29.328827349848343 60.218966051246476, 29.329449375102094 60.227730766749254, 29.34707096845456 60.22742011885103, 29.346444248253174 60.21865551302068, 29.328827349848343 60.218966051246476))"
165,165,"POLYGON ((29.329449375102094 60.227730766749254, 29.33007178702415 60.23649546671715, 29.347698078234355 60.23618470908801, 29.34707096845456 60.22742011885103, 29.329449375102094 60.227730766749254))"
166,166,"POLYGON ((29.33007178702415 60.23649546671715, 29.330694585953193 60.245260151148806, 29.34832557793378 60.24494928373019, 29.347698078234355 60.23618470908801, 29.33007178702415 60.23649546671715))"
167,167,"POLYGON ((29.330694585953193 60.245260151148806, 29.3313177722283 60.25402482004292, 29.348953467894447 60.2537138427763, 29.34832557793378 60.24494928373019, 29.330694585953193 60.245260151148806))"
168,168,"POLYGON ((29.3313177722283 60.25402482004292, 29.331941346188955 60.26278947339818, 29.349581748458398 60.26247838622489, 29.348953467894447 60.2537138427763, 29.3313177722283 60.25402482004292))"
169,169,"POLYGON ((29.331941346188955 60.26278947339818, 29.332565308175045 60.27155411121329, 29.350210419968047 60.271242914074655, 29.349581748458398 60.26247838622489, 29.331941346188955 60.26278947339818))"
170,170,"POLYGON ((29.332565308175045 60.27155411121329, 29.33318965852684 60.280318733486915, 29.350839482766222 60.280007426324175, 29.350210419968047 60.271242914074655, 29.332565308175045 60.27155411121329))"
171,171,"POLYGON ((29.33318965852684 60.280318733486915, 29.333814397585034 60.28908334021773, 29.351468937196177 60.288771922972124, 29.350839482766222 60.280007426324175, 29.33318965852684 60.280318733486915))"
172,172,"POLYGON ((29.333814397585034 60.28908334021773, 29.334439525690705 60.29784793140442, 29.352098783601534 60.2975364040171, 29.351468937196177 60.288771922972124, 29.333814397585034 60.28908334021773))"
173,173,"POLYGON ((29.334439525690705 60.29784793140442, 29.335065043185338 60.30661250704564, 29.35272902232635 60.306300869457715, 29.352098783601534 60.2975364040171, 29.334439525690705 60.29784793140442))"
174,174,"POLYGON ((29.299330334298528 59.543734139979655, 29.29992805076841 59.55249994264881, 29.317196094899916 59.55219529565234, 29.316593900477603 59.54342959909545, 29.299330334298528 59.543734139979655))"
175,175,"POLYGON ((29.29992805076841 59.55249994264881, 29.300526131704736 59.56126572982065, 29.317798656511563 59.56096097665687, 29.317196094899916 59.55219529565234, 29.29992805076841 59.55249994264881))"
176,176,"POLYGON ((29.300526131704736 59.56126572982065, 29.30112457741946 59.57003150149403, 29.31840158562682 59.5697266421078, 29.317798656511563 59.56096097665687, 29.300526131704736 59.56126572982065))"
177,177,"POLYGON ((29.30112457741946 59.57003150149403, 29.301723388224918 59.578797257667816, 29.31900488256034 59.578492292004015, 29.31840158562682 59.5697266421078, 29.30112457741946 59.57003150149403))"
178,178,"POLYGON ((29.301723388224918 59.578797257667816, 29.302322564433776 59.58756299834082, 29.319608547627126 59.58725792634425, 29.31900488256034 59.578492292004015, 29.301723388224918 59.578797257667816))"
179,179,"POLYGON ((29.302322564433776 59.58756299834082, 29.30292210635909 59.59632872351194, 29.320212581142556 59.596023545127345, 29.319608547627126 59.58725792634425, 29.302322564433776 59.58756299834082))"
180,180,"POLYGON ((29.30292210635909 59.59632872351194, 29.30352201431425 59.60509443317997, 29.320816983422358 59.60478914835206, 29.320212581142556 59.596023545127345, 29.30292210635909 59.59632872351194))"
181,181,"POLYGON ((29.30352201431425 59.60509443317997, 29.304122288613033 59.61386012734379, 29.321421754782637 59.6135547360172, 29.320816983422358 59.60478914835206, 29.30352201431425 59.60509443317997))"
182,182,"POLYGON ((29.304122288613033 59.61386012734379, 29.30472292956957 59.62262580600224, 29.32202689553986 59.62232030812159, 29.321421754782637 59.6135547360172, 29.304122288613033 59.61386012734379))"
183,183,"POLYGON ((29.30472292956957 59.62262580600224, 29.30532393749834 59.631391469154124, 29.322632406010854 59.631085864663966, 29.32202689553986 59.62232030812159, 29.30472292956957 59.62262580600224))"
184,184,"POLYGON ((29.30532393749834 59.631391469154124, 29.3059253127142 59.64015711679829, 29.32323828651281 59.63985140564312, 29.322632406010854 59.631085864663966, 29.30532393749834 59.631391469154124))"
185,185,"POLYGON ((29.3059253127142 59.64015711679829, 29.306527055532374 59.6489227489336, 29.323844537363307 59.648616931057894, 29.32323828651281 59.63985140564312, 29.3059253127142 59.64015711679829))"
186,186,"POLYGON ((29.306527055532374 59.6489227489336, 29.30712916626843 59.65768836555883, 29.324451158880258 59.65738244090702, 29.323844537363307 59.648616931057894, 29.306527055532374 59.6489227489336))"
187,187,"POLYGON ((29.30712916626843 59.65768836555883, 29.30773164523832 59.66645396667284, 29.325058151381963 59.666147935189265, 29.324451158880258 59.65738244090702, 29.30712916626843 59.65768836555883))"
188,188,"POLYGON ((29.30773164523832 59.66645396667284, 29.308334492758362 59.675219552274484, 29.325665515187083 59.67491341390346, 29.325058151381963 59.666147935189265, 29.30773164523832 59.66645396667284))"
189,189,"POLYGON ((29.308334492758362 59.675219552274484, 29.308937709145223 59.6839851223625, 29.32627325061466 59.6836788770483, 29.325665515187083 59.67491341390346, 29.308334492758362 59.675219552274484))"
190,190,"POLYGON ((29.308937709145223 59.6839851223625, 29.30954129471595 59.69275067693577, 29.326881357984092 59.6924443246226, 29.32627325061466 59.6836788770483, 29.308937709145223 59.6839851223625))"
191,191,"POLYGON ((29.30954129471595 59.69275067693577, 29.31014524978795 59.70151621599312, 29.327489837615147 59.701209756625126, 29.326881357984092 59.6924443246226, 29.30954129471595 59.69275067693577))"
192,192,"POLYGON ((29.31014524978795 59.70151621599312, 29.310749574679004 59.71028173953331, 29.328098689827968 59.70997517305466, 29.327489837615147 59.701209756625126, 29.31014524978795 59.70151621599312))"
193,193,"POLYGON ((29.310749574679004 59.71028173953331, 29.31135426970725 59.71904724755519, 29.32870791494307 59.718740573909926, 29.328098689827968 59.70997517305466, 29.310749574679004 59.71028173953331))"
194,194,"POLYGON ((29.31135426970725 59.71904724755519, 29.311959335191215 59.72781274005753, 29.329317513281328 59.727505959189706, 29.32870791494307 59.718740573909926, 29.31135426970725 59.71904724755519))"
195,195,"POLYGON ((29.311959335191215 59.72781274005753, 29.312564771449768 59.736578217039174, 29.329927485164003 59.736271328892734, 29.329317513281328 59.727505959189706, 29.311959335191215 59.72781274005753))"
196,196,"POLYGON ((29.312564771449768 59.736578217039174, 29.31317057880216 59.745343678498905, 29.33053783091273 59.74503668301781, 29.329927485164003 59.736271328892734, 29.312564771449768 59.736578217039174))"
197,197,"POLYGON ((29.31317057880216 59.745343678498905, 29.313776757568014 59.75410912443555, 29.331148550849488 59.75380202156363, 29.33053783091273 59.74503668301781, 29.31317057880216 59.745343678498905))"
198,198,"POLYGON ((29.313776757568014 59.75410912443555, 29.31438330806733 59.762874554847855, 29.33175964529666 59.762567344528975, 29.331148550849488 59.75380202156363, 29.313776757568014 59.75410912443555))"
199,199,"POLYGON ((29.31438330806733 59.762874554847855, 29.31499023062047 59.771639969734686, 29.332371114577 59.77133265191258, 29.33175964529666 59.762567344528975, 29.31438330806733 59.762874554847855))"
200,200,"POLYGON ((29.31499023062047 59.771639969734686, 29.315597525548153 59.78040536909474, 29.33298295901362 59.78009794371318, 29.332371114577 59.77133265191258, 29.31499023062047 59.771639969734686))"
201,201,"POLYGON ((29.315597525548153 59.78040536909474, 29.316205193171506 59.78917075292689, 29.333595178930015 59.78886321992953, 29.33298295901362 59.78009794371318, 29.315597525548153 59.78040536909474))"
202,202,"POLYGON ((29.316205193171506 59.78917075292689, 29.316813233812 59.797936121229895, 29.33420777465006 59.797628480560356, 29.333595178930015 59.78886321992953, 29.316205193171506 59.78917075292689))"
203,203,"POLYGON ((29.316813233812 59.797936121229895, 29.317421647791488 59.80670147400253, 29.334820746497996 59.80639372560442, 29.33420777465006 59.797628480560356, 29.316813233812 59.797936121229895))"
204,204,"POLYGON ((29.317421647791488 59.80670147400253, 29.31803043543219 59.81546681124358, 29.33543409479846 59.815158955060404, 29.334820746497996 59.80639372560442, 29.317421647791488 59.80670147400253))"
205,205,"POLYGON ((29.31803043543219 59.81546681124358, 29.31863959705671 59.82423213295184, 29.336047819876438 59.823924168927086, 29.33543409479846 59.815158955060404, 29.31803043543219 59.81546681124358))"
206,206,"POLYGON ((29.31863959705671 59.82423213295184, 29.319249132988027 59.83299743912607, 29.336661922057317 59.83268936720316, 29.336047819876438 59.823924168927086, 29.31863959705671 59.82423213295184))"
207,207,"POLYGON ((29.319249132988027 59.83299743912607, 29.319859043549496 59.84176272976503, 29.337276401666845 59.84145454988736, 29.336661922057317 59.83268936720316, 29.319249132988027 59.83299743912607))"
208,208,"POLYGON ((29.319859043549496 59.84176272976503, 29.32046932906483 59.85052800486749, 29.33789125903116 59.850219716978415, 29.337276401666845 59.84145454988736, 29.319859043549496 59.84176272976503))"
209,209,"POLYGON ((29.32046932906483 59.85052800486749, 29.321079989858138 59.85929326443224, 29.338506494476785 59.858984868475005, 29.33789125903116 59.850219716978415, 29.32046932906483 59.85052800486749))"
210,210,"POLYGON ((29.321079989858138 59.85929326443224, 29.32169102625391 59.86805850845806, 29.339122108330603 59.867750004375885, 29.338506494476785 59.858984868475005, 29.321079989858138 59.85929326443224))"
211,211,"POLYGON ((29.32169102625391 59.86805850845806, 29.322302438576983 59.87682373694365, 29.33973810091989 59.87651512467977, 29.339122108330603 59.867750004375885, 29.32169102625391 59.86805850845806))"
212,212,"POLYGON ((29.322302438576983 59.87682373694365, 29.32291422715262 59.88558894988783, 29.34035447257231 59.88528022938534, 29.33973810091989 59.87651512467977, 29.322302438576983 59.87682373694365))"
213,213,"POLYGON ((29.32291422715262 59.88558894988783, 29.32352639230641 59.89435414728934, 29.34097122361589 59.89404531849131, 29.34035447257231 59.88528022938534, 29.32291422715262 59.88558894988783))"
214,214,"POLYGON ((29.32352639230641 59.89435414728934, 29.324138934364356 59.90311932914692, 29.341588354379052 59.9028103919964, 29.34097122361589 59.89404531849131, 29.32352639230641 59.89435414728934))"
215,215,"POLYGON ((29.324138934364356 59.90311932914692, 29.32475185365283 59.911884495459326, 29.342205865190596 59.9115754498993, 29.341588354379052 59.9028103919964, 29.324138934364356 59.90311932914692))"
